1	0.1
2	0.10909090909090909
3	0.1
4	0.06363636363636363
5	0.09090909090909091
6	0.06363636363636363
7	0.06363636363636363
8	0.06363636363636363
9	0.09090909090909091
10	0.06363636363636363
11	0.02727272727272727
12	0.03636363636363636
15	0.00909090909090909
18	0.01818181818181818
21	0.00909090909090909
26	0.00909090909090909
28	0.00909090909090909
29	0.00909090909090909
30	0.00909090909090909
37	0.00909090909090909
40	0.00909090909090909
42	0.00909090909090909
47	0.01818181818181818
48	0.00909090909090909
