1	9.195402298850574E-4
2	3.065134099616858E-4
3	1.532567049808429E-4
4	3.065134099616858E-4
5	3.065134099616858E-4
7	4.597701149425287E-4
8	1.532567049808429E-4
9	0.0015325670498084292
10	0.001992337164750958
11	0.005823754789272031
12	0.00842911877394636
13	0.014099616858237548
14	0.031417624521072794
15	0.06881226053639847
16	0.1132567049808429
17	0.13869731800766283
18	0.15693486590038314
19	0.13685823754789272
20	0.09363984674329502
21	0.05992337164750958
22	0.04076628352490422
23	0.027586206896551724
24	0.01731800766283525
25	0.01578544061302682
26	0.016551724137931035
27	0.00842911877394636
28	0.007509578544061302
29	0.011954022988505748
30	0.00475095785440613
31	0.001992337164750958
32	0.002145593869731801
33	0.0010727969348659004
34	0.0010727969348659004
35	0.001379310344827586
36	6.130268199233716E-4
37	9.195402298850574E-4
38	6.130268199233716E-4
39	9.195402298850574E-4
40	6.130268199233716E-4
41	7.662835249042146E-4
42	6.130268199233716E-4
43	3.065134099616858E-4
45	1.532567049808429E-4
46	3.065134099616858E-4
48	1.532567049808429E-4
49	3.065134099616858E-4
54	3.065134099616858E-4
59	1.532567049808429E-4
66	1.532567049808429E-4
70	1.532567049808429E-4
79	1.532567049808429E-4
96	1.532567049808429E-4
110	1.532567049808429E-4
111	1.532567049808429E-4
