1	0.705945945945946
2	0.10810810810810811
3	0.049189189189189186
4	0.02702702702702703
5	0.012972972972972972
6	0.009189189189189189
7	0.011351351351351352
8	0.006486486486486486
9	0.008648648648648649
10	0.005945945945945946
11	0.003243243243243243
12	0.005945945945945946
13	0.0016216216216216215
14	0.001081081081081081
16	5.405405405405405E-4
18	0.002162162162162162
19	5.405405405405405E-4
22	5.405405405405405E-4
23	0.001081081081081081
24	0.001081081081081081
25	0.0016216216216216215
26	5.405405405405405E-4
27	0.001081081081081081
29	5.405405405405405E-4
32	0.002162162162162162
33	5.405405405405405E-4
34	5.405405405405405E-4
35	0.001081081081081081
36	5.405405405405405E-4
37	5.405405405405405E-4
38	0.001081081081081081
39	0.001081081081081081
40	0.001081081081081081
41	0.002702702702702703
44	0.001081081081081081
46	5.405405405405405E-4
47	0.0016216216216216215
48	5.405405405405405E-4
49	5.405405405405405E-4
50	5.405405405405405E-4
51	5.405405405405405E-4
52	0.001081081081081081
57	5.405405405405405E-4
61	5.405405405405405E-4
62	5.405405405405405E-4
63	5.405405405405405E-4
64	5.405405405405405E-4
72	0.001081081081081081
74	5.405405405405405E-4
77	5.405405405405405E-4
83	5.405405405405405E-4
87	0.0016216216216216215
88	5.405405405405405E-4
90	5.405405405405405E-4
91	5.405405405405405E-4
92	5.405405405405405E-4
96	5.405405405405405E-4
104	5.405405405405405E-4
110	5.405405405405405E-4
113	5.405405405405405E-4
120	5.405405405405405E-4
122	5.405405405405405E-4
132	5.405405405405405E-4
136	5.405405405405405E-4
176	5.405405405405405E-4
181	5.405405405405405E-4
187	5.405405405405405E-4
298	5.405405405405405E-4
